Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Egypt,102334403,"2020-09-02 00:00:00",99280,0.1000
Egypt,102334403,"2020-09-03 00:00:00",99425,0.1000
Egypt,102334403,"2020-09-04 00:00:00",99582,0.1000
Egypt,102334403,"2020-09-05 00:00:00",99712,0.1000
Egypt,102334403,"2020-09-06 00:00:00",99863,0.1000
Egypt,102334403,"2020-09-07 00:00:00",100041,0.1000
Egypt,102334403,"2020-09-08 00:00:00",100228,0.1000
Egypt,102334403,"2020-09-09 00:00:00",100403,0.1000
Egypt,102334403,"2020-09-10 00:00:00",100557,0.1000
Egypt,102334403,"2020-09-11 00:00:00",100708,0.1000
Egypt,102334403,"2020-09-12 00:00:00",100856,0.1000
Egypt,102334403,"2020-09-13 00:00:00",101009,0.1000
Egypt,102334403,"2020-09-14 00:00:00",101177,0.1000
Egypt,102334403,"2020-09-15 00:00:00",101340,0.1000
Egypt,102334403,"2020-09-16 00:00:00",101500,0.1000
Egypt,102334403,"2020-09-17 00:00:00",101641,0.1000
Egypt,102334403,"2020-09-18 00:00:00",101772,0.1000
Egypt,102334403,"2020-09-19 00:00:00",101900,0.1000
Egypt,102334403,"2020-09-20 00:00:00",102015,0.1000
Egypt,102334403,"2020-09-21 00:00:00",102141,0.1000
Egypt,102334403,"2020-09-22 00:00:00",102254,0.1000
Egypt,102334403,"2020-09-23 00:00:00",102375,0.1000
Egypt,102334403,"2020-09-24 00:00:00",102513,0.1000
Egypt,102334403,"2020-09-25 00:00:00",102625,0.1000
Egypt,102334403,"2020-09-26 00:00:00",102736,0.1000
Egypt,102334403,"2020-09-27 00:00:00",102840,0.1000
Egypt,102334403,"2020-09-28 00:00:00",102955,0.1000
Egypt,102334403,"2020-09-29 00:00:00",103079,0.1000
Egypt,102334403,"2020-09-30 00:00:00",103198,0.1000
Egypt,102334403,"2020-10-01 00:00:00",103317,0.1000
Egypt,102334403,"2020-10-02 00:00:00",103466,0.1000
Egypt,102334403,"2020-10-03 00:00:00",103575,0.1000
Egypt,102334403,"2020-10-04 00:00:00",103683,0.1000
Egypt,102334403,"2020-10-05 00:00:00",103781,0.1000
Egypt,102334403,"2020-10-06 00:00:00",103902,0.1000
Egypt,102334403,"2020-10-07 00:00:00",104035,0.1000
Egypt,102334403,"2020-10-08 00:00:00",104156,0.1000
Egypt,102334403,"2020-10-09 00:00:00",104262,0.1000
Egypt,102334403,"2020-10-10 00:00:00",104387,0.1000
Egypt,102334403,"2020-10-11 00:00:00",104516,0.1000
Egypt,102334403,"2020-10-12 00:00:00",104648,0.1000
Egypt,102334403,"2020-10-13 00:00:00",104787,0.1000
Egypt,102334403,"2020-10-14 00:00:00",104915,0.1000
Egypt,102334403,"2020-10-15 00:00:00",105033,0.1000
Egypt,102334403,"2020-10-16 00:00:00",105159,0.1000
Egypt,102334403,"2020-10-17 00:00:00",105297,0.1000
Egypt,102334403,"2020-10-18 00:00:00",105424,0.1000
Egypt,102334403,"2020-10-19 00:00:00",105547,0.1000
Egypt,102334403,"2020-10-20 00:00:00",105705,0.1000
Egypt,102334403,"2020-10-21 00:00:00",105883,0.1000
Egypt,102334403,"2020-10-22 00:00:00",106060,0.1000
Egypt,102334403,"2020-10-23 00:00:00",106230,0.1000
Egypt,102334403,"2020-10-24 00:00:00",106397,0.1000
Egypt,102334403,"2020-10-25 00:00:00",106540,0.1000
Egypt,102334403,"2020-10-26 00:00:00",106707,0.1000
Egypt,102334403,"2020-10-27 00:00:00",106877,0.1000
Egypt,102334403,"2020-10-28 00:00:00",107030,0.1000
Egypt,102334403,"2020-10-29 00:00:00",107209,0.1000
Egypt,102334403,"2020-10-30 00:00:00",107376,0.1000
"El Salvador",6486201,"2020-06-29 00:00:00",6173,0.1000
"El Salvador",6486201,"2020-06-30 00:00:00",6438,0.1000
"El Salvador",6486201,"2020-07-01 00:00:00",6736,0.1000
Eritrea,3546427,"2021-04-07 00:00:00",3374,0.1000
Eritrea,3546427,"2021-04-08 00:00:00",3393,0.1000
Eritrea,3546427,"2021-04-09 00:00:00",3447,0.1000
Eritrea,3546427,"2021-04-10 00:00:00",3447,0.1000
Eritrea,3546427,"2021-04-11 00:00:00",3447,0.1000
Eritrea,3546427,"2021-04-12 00:00:00",3466,0.1000
Eritrea,3546427,"2021-04-13 00:00:00",3469,0.1000
Eritrea,3546427,"2021-04-14 00:00:00",3479,0.1000
Eritrea,3546427,"2021-04-15 00:00:00",3486,0.1000
Eritrea,3546427,"2021-04-16 00:00:00",3491,0.1000
Eritrea,3546427,"2021-04-17 00:00:00",3491,0.1000
Eritrea,3546427,"2021-04-18 00:00:00",3491,0.1000
Eritrea,3546427,"2021-04-19 00:00:00",3537,0.1000
Eritrea,3546427,"2021-04-20 00:00:00",3548,0.1000
Eritrea,3546427,"2021-04-21 00:00:00",3564,0.1000
Eritrea,3546427,"2021-04-22 00:00:00",3597,0.1000
Eritrea,3546427,"2021-04-23 00:00:00",3605,0.1000
Eritrea,3546427,"2021-04-24 00:00:00",3605,0.1000
Eritrea,3546427,"2021-04-25 00:00:00",3605,0.1000
Eritrea,3546427,"2021-04-26 00:00:00",3640,0.1000
Eritrea,3546427,"2021-04-27 00:00:00",3640,0.1000
Eritrea,3546427,"2021-04-28 00:00:00",3659,0.1000
Eritrea,3546427,"2021-04-29 00:00:00",3671,0.1000
Eritrea,3546427,"2021-04-30 00:00:00",3671,0.1000
Estonia,1326539,"2020-04-11 00:00:00",1304,0.1000
Estonia,1326539,"2020-04-12 00:00:00",1309,0.1000
Estonia,1326539,"2020-04-13 00:00:00",1332,0.1000
Estonia,1326539,"2020-04-14 00:00:00",1373,0.1000
Eswatini,1160164,"2020-07-08 00:00:00",1138,0.1000
Eswatini,1160164,"2020-07-09 00:00:00",1213,0.1000
Ethiopia,114963583,"2020-11-29 00:00:00",109534,0.1000
Ethiopia,114963583,"2020-11-30 00:00:00",110074,0.1000
Ethiopia,114963583,"2020-12-01 00:00:00",110554,0.1000
Ethiopia,114963583,"2020-12-02 00:00:00",110984,0.1000
Ethiopia,114963583,"2020-12-03 00:00:00",111579,0.1000
Ethiopia,114963583,"2020-12-04 00:00:00",112091,0.1000
Ethiopia,114963583,"2020-12-05 00:00:00",112740,0.1000
Ethiopia,114963583,"2020-12-06 00:00:00",113295,0.1000
Ethiopia,114963583,"2020-12-07 00:00:00",113735,0.1000
Ethiopia,114963583,"2020-12-08 00:00:00",114266,0.1000
Ethiopia,114963583,"2020-12-09 00:00:00",114834,0.1000
Ethiopia,114963583,"2020-12-10 00:00:00",115360,0.1000
Ethiopia,114963583,"2020-12-11 00:00:00",115782,0.1000
Ethiopia,114963583,"2020-12-12 00:00:00",116297,0.1000
Ethiopia,114963583,"2020-12-13 00:00:00",116769,0.1000
Ethiopia,114963583,"2020-12-14 00:00:00",117242,0.1000
Ethiopia,114963583,"2020-12-15 00:00:00",117542,0.1000
Ethiopia,114963583,"2020-12-16 00:00:00",118006,0.1000
Ethiopia,114963583,"2020-12-17 00:00:00",118481,0.1000
Ethiopia,114963583,"2020-12-18 00:00:00",119025,0.1000
Ethiopia,114963583,"2020-12-19 00:00:00",119494,0.1000
Ethiopia,114963583,"2020-12-20 00:00:00",119951,0.1000
Ethiopia,114963583,"2020-12-21 00:00:00",120348,0.1000
Ethiopia,114963583,"2020-12-22 00:00:00",120638,0.1000
Europe,748680069,"2020-04-09 00:00:00",733919,0.1000
Europe,748680069,"2020-04-10 00:00:00",765259,0.1000
"European Union",444919060,"2020-04-01 00:00:00",427463,0.1000
"European Union",444919060,"2020-04-02 00:00:00",455838,0.1000
Finland,5540718,"2020-05-04 00:00:00",5327,0.1000
Finland,5540718,"2020-05-05 00:00:00",5412,0.1000
Finland,5540718,"2020-05-06 00:00:00",5573,0.1000
Finland,5540718,"2020-05-07 00:00:00",5673,0.1000
Finland,5540718,"2020-05-08 00:00:00",5738,0.1000
Gabon,2225728,"2020-05-25 00:00:00",2135,0.1000
Gabon,2225728,"2020-05-26 00:00:00",2238,0.1000
Gabon,2225728,"2020-05-27 00:00:00",2319,0.1000
Gambia,2416664,"2020-08-20 00:00:00",2401,0.1000
Gambia,2416664,"2020-08-21 00:00:00",2437,0.1000
Gambia,2416664,"2020-08-22 00:00:00",2437,0.1000
Georgia,3989175,"2020-09-22 00:00:00",3913,0.1000
Georgia,3989175,"2020-09-23 00:00:00",4140,0.1000
Germany,83783945,"2020-04-02 00:00:00",84794,0.1000
Austria,9006400,"2020-03-29 00:00:00",8788,0.1000
Azerbaijan,10139175,"2020-06-14 00:00:00",9957,0.1000
Azerbaijan,10139175,"2020-06-15 00:00:00",10324,0.1000
Bahamas,393248,"2020-07-27 00:00:00",382,0.1000
Bahrain,1701583,"2020-04-15 00:00:00",1671,0.1000
Bahrain,1701583,"2020-04-16 00:00:00",1700,0.1000
Bahrain,1701583,"2020-04-17 00:00:00",1740,0.1000
Bahrain,1701583,"2020-04-18 00:00:00",1773,0.1000
Bangladesh,164689383,"2020-07-04 00:00:00",159679,0.1000
Bangladesh,164689383,"2020-07-05 00:00:00",162417,0.1000
Bangladesh,164689383,"2020-07-06 00:00:00",165618,0.1000
Bangladesh,164689383,"2020-07-07 00:00:00",168645,0.1000
Bangladesh,164689383,"2020-07-08 00:00:00",172134,0.1000
Barbados,287371,"2020-11-29 00:00:00",275,0.1000
Barbados,287371,"2020-11-30 00:00:00",276,0.1000
Barbados,287371,"2020-12-01 00:00:00",278,0.1000
Barbados,287371,"2020-12-02 00:00:00",279,0.1000
Barbados,287371,"2020-12-03 00:00:00",281,0.1000
Barbados,287371,"2020-12-04 00:00:00",284,0.1000
Barbados,287371,"2020-12-05 00:00:00",285,0.1000
Barbados,287371,"2020-12-06 00:00:00",285,0.1000
Barbados,287371,"2020-12-07 00:00:00",287,0.1000
Barbados,287371,"2020-12-08 00:00:00",289,0.1000
Barbados,287371,"2020-12-09 00:00:00",290,0.1000
Barbados,287371,"2020-12-10 00:00:00",291,0.1000
Barbados,287371,"2020-12-11 00:00:00",292,0.1000
Barbados,287371,"2020-12-12 00:00:00",292,0.1000
Barbados,287371,"2020-12-13 00:00:00",292,0.1000
Barbados,287371,"2020-12-14 00:00:00",296,0.1000
Barbados,287371,"2020-12-15 00:00:00",297,0.1000
Barbados,287371,"2020-12-16 00:00:00",301,0.1000
Belarus,9449321,"2020-04-25 00:00:00",9590,0.1000
Belgium,11589616,"2020-03-30 00:00:00",11899,0.1000
Belize,397621,"2020-08-15 00:00:00",388,0.1000
Comoros,869595,"2021-01-02 00:00:00",864,0.1000
Comoros,869595,"2021-01-03 00:00:00",864,0.1000
Comoros,869595,"2021-01-04 00:00:00",864,0.1000
Congo,5518092,"2020-10-24 00:00:00",5253,0.1000
Congo,5518092,"2020-10-25 00:00:00",5253,0.1000
Congo,5518092,"2020-10-26 00:00:00",5253,0.1000
Congo,5518092,"2020-10-27 00:00:00",5253,0.1000
Congo,5518092,"2020-10-28 00:00:00",5253,0.1000
Congo,5518092,"2020-10-29 00:00:00",5290,0.1000
Congo,5518092,"2020-10-30 00:00:00",5290,0.1000
Congo,5518092,"2020-10-31 00:00:00",5290,0.1000
Congo,5518092,"2020-11-01 00:00:00",5290,0.1000
Congo,5518092,"2020-11-02 00:00:00",5290,0.1000
Congo,5518092,"2020-11-03 00:00:00",5348,0.1000
Congo,5518092,"2020-11-04 00:00:00",5348,0.1000
Congo,5518092,"2020-11-05 00:00:00",5348,0.1000
Congo,5518092,"2020-11-06 00:00:00",5379,0.1000
Congo,5518092,"2020-11-07 00:00:00",5379,0.1000
Congo,5518092,"2020-11-08 00:00:00",5379,0.1000
Congo,5518092,"2020-11-09 00:00:00",5379,0.1000
Congo,5518092,"2020-11-10 00:00:00",5379,0.1000
Congo,5518092,"2020-11-11 00:00:00",5379,0.1000
Congo,5518092,"2020-11-12 00:00:00",5379,0.1000
Congo,5518092,"2020-11-13 00:00:00",5515,0.1000
Congo,5518092,"2020-11-14 00:00:00",5515,0.1000
Congo,5518092,"2020-11-15 00:00:00",5515,0.1000
Congo,5518092,"2020-11-16 00:00:00",5515,0.1000
Congo,5518092,"2020-11-17 00:00:00",5515,0.1000
Congo,5518092,"2020-11-18 00:00:00",5515,0.1000
Congo,5518092,"2020-11-19 00:00:00",5632,0.1000
Congo,5518092,"2020-11-20 00:00:00",5632,0.1000
Congo,5518092,"2020-11-21 00:00:00",5632,0.1000
Congo,5518092,"2020-11-22 00:00:00",5632,0.1000
Congo,5518092,"2020-11-23 00:00:00",5632,0.1000
Congo,5518092,"2020-11-24 00:00:00",5632,0.1000
Congo,5518092,"2020-11-25 00:00:00",5632,0.1000
Congo,5518092,"2020-11-26 00:00:00",5632,0.1000
Congo,5518092,"2020-11-27 00:00:00",5774,0.1000
Congo,5518092,"2020-11-28 00:00:00",5774,0.1000
Congo,5518092,"2020-11-29 00:00:00",5774,0.1000
Congo,5518092,"2020-11-30 00:00:00",5774,0.1000
Congo,5518092,"2020-12-01 00:00:00",5774,0.1000
Congo,5518092,"2020-12-02 00:00:00",5774,0.1000
Congo,5518092,"2020-12-03 00:00:00",5774,0.1000
Congo,5518092,"2020-12-04 00:00:00",5774,0.1000
Congo,5518092,"2020-12-05 00:00:00",5774,0.1000
Congo,5518092,"2020-12-06 00:00:00",5774,0.1000
Congo,5518092,"2020-12-07 00:00:00",5774,0.1000
Congo,5518092,"2020-12-08 00:00:00",5774,0.1000
"Costa Rica",5094114,"2020-07-05 00:00:00",4996,0.1000
"Costa Rica",5094114,"2020-07-06 00:00:00",5241,0.1000
"Cote d'Ivoire",26378275,"2021-01-17 00:00:00",25241,0.1000
"Cote d'Ivoire",26378275,"2021-01-18 00:00:00",25304,0.1000
"Cote d'Ivoire",26378275,"2021-01-19 00:00:00",25383,0.1000
"Cote d'Ivoire",26378275,"2021-01-20 00:00:00",25597,0.1000
"Cote d'Ivoire",26378275,"2021-01-21 00:00:00",25751,0.1000
"Cote d'Ivoire",26378275,"2021-01-22 00:00:00",26315,0.1000
"Cote d'Ivoire",26378275,"2021-01-23 00:00:00",26612,0.1000
"Cote d'Ivoire",26378275,"2021-01-24 00:00:00",26850,0.1000
"Cote d'Ivoire",26378275,"2021-01-25 00:00:00",27096,0.1000
"Cote d'Ivoire",26378275,"2021-01-26 00:00:00",27237,0.1000
"Cote d'Ivoire",26378275,"2021-01-27 00:00:00",27455,0.1000
"Cote d'Ivoire",26378275,"2021-01-28 00:00:00",27694,0.1000
Croatia,4105268,"2020-07-15 00:00:00",3953,0.1000
Croatia,4105268,"2020-07-16 00:00:00",4039,0.1000
Croatia,4105268,"2020-07-17 00:00:00",4137,0.1000
Croatia,4105268,"2020-07-18 00:00:00",4253,0.1000
Cuba,11326616,"2020-12-25 00:00:00",10900,0.1000
Cuba,11326616,"2020-12-26 00:00:00",11038,0.1000
Cuba,11326616,"2020-12-27 00:00:00",11205,0.1000
Cuba,11326616,"2020-12-28 00:00:00",11434,0.1000
Cuba,11326616,"2020-12-29 00:00:00",11601,0.1000
Cuba,11326616,"2020-12-30 00:00:00",11687,0.1000
Cuba,11326616,"2020-12-31 00:00:00",11863,0.1000
Cyprus,875899,"2020-04-28 00:00:00",837,0.1000
Cyprus,875899,"2020-04-29 00:00:00",843,0.1000
Cyprus,875899,"2020-04-30 00:00:00",850,0.1000
Cyprus,875899,"2020-05-01 00:00:00",857,0.1000
Cyprus,875899,"2020-05-02 00:00:00",864,0.1000
Cyprus,875899,"2020-05-03 00:00:00",872,0.1000
Cyprus,875899,"2020-05-04 00:00:00",874,0.1000
Cyprus,875899,"2020-05-05 00:00:00",878,0.1000
Cyprus,875899,"2020-05-06 00:00:00",883,0.1000
Cyprus,875899,"2020-05-07 00:00:00",889,0.1000
Cyprus,875899,"2020-05-08 00:00:00",891,0.1000
Cyprus,875899,"2020-05-09 00:00:00",892,0.1000
Cyprus,875899,"2020-05-10 00:00:00",898,0.1000
Cyprus,875899,"2020-05-11 00:00:00",901,0.1000
Cyprus,875899,"2020-05-12 00:00:00",903,0.1000
Cyprus,875899,"2020-05-13 00:00:00",905,0.1000
Cyprus,875899,"2020-05-14 00:00:00",907,0.1000
Cyprus,875899,"2020-05-15 00:00:00",910,0.1000
Cyprus,875899,"2020-05-16 00:00:00",914,0.1000
Cyprus,875899,"2020-05-17 00:00:00",916,0.1000
Cyprus,875899,"2020-05-18 00:00:00",917,0.1000
Cyprus,875899,"2020-05-19 00:00:00",918,0.1000
Czechia,10708982,"2020-06-18 00:00:00",10280,0.1000
Czechia,10708982,"2020-06-19 00:00:00",10406,0.1000
Czechia,10708982,"2020-06-20 00:00:00",10448,0.1000
Czechia,10708982,"2020-06-21 00:00:00",10498,0.1000
Czechia,10708982,"2020-06-22 00:00:00",10523,0.1000
Czechia,10708982,"2020-06-23 00:00:00",10650,0.1000
Czechia,10708982,"2020-06-24 00:00:00",10777,0.1000
Czechia,10708982,"2020-06-25 00:00:00",10870,0.1000
Czechia,10708982,"2020-06-26 00:00:00",11038,0.1000
Denmark,5792203,"2020-04-08 00:00:00",5597,0.1000
Denmark,5792203,"2020-04-09 00:00:00",5830,0.1000
Denmark,5792203,"2020-04-10 00:00:00",6014,0.1000
Djibouti,988002,"2020-04-21 00:00:00",945,0.1000
Djibouti,988002,"2020-04-22 00:00:00",974,0.1000
Djibouti,988002,"2020-04-23 00:00:00",986,0.1000
Djibouti,988002,"2020-04-24 00:00:00",999,0.1000
Djibouti,988002,"2020-04-25 00:00:00",1008,0.1000
Djibouti,988002,"2020-04-26 00:00:00",1023,0.1000
Djibouti,988002,"2020-04-27 00:00:00",1035,0.1000
Timor,1318442,"2021-04-18 00:00:00",1306,0.1000
Timor,1318442,"2021-04-19 00:00:00",1368,0.1000
Togo,8278737,"2021-03-12 00:00:00",7953,0.1000
Togo,8278737,"2021-03-13 00:00:00",7953,0.1000
Togo,8278737,"2021-03-14 00:00:00",8070,0.1000
Togo,8278737,"2021-03-15 00:00:00",8222,0.1000
Togo,8278737,"2021-03-16 00:00:00",8322,0.1000
Togo,8278737,"2021-03-17 00:00:00",8472,0.1000
Togo,8278737,"2021-03-18 00:00:00",8582,0.1000
"Trinidad and Tobago",1399491,"2020-08-26 00:00:00",1411,0.1000
"Trinidad and Tobago",1399491,"2020-08-27 00:00:00",1429,0.1000
Tunisia,11818618,"2020-09-21 00:00:00",11260,0.1000
Tunisia,11818618,"2020-09-22 00:00:00",11260,0.1000
Turkey,84339067,"2020-04-18 00:00:00",82329,0.1000
Turkey,84339067,"2020-04-19 00:00:00",86306,0.1000
Ukraine,43733759,"2020-06-26 00:00:00",41975,0.1000
Ukraine,43733759,"2020-06-27 00:00:00",42932,0.1000
Ukraine,43733759,"2020-06-28 00:00:00",43856,0.1000
Ukraine,43733759,"2020-06-29 00:00:00",44538,0.1000
Ukraine,43733759,"2020-06-30 00:00:00",45254,0.1000
"United Arab Emirates",9890400,"2020-04-25 00:00:00",9813,0.1000
"United Arab Emirates",9890400,"2020-04-26 00:00:00",10349,0.1000
Seychelles,98340,"2020-07-09 00:00:00",94,0.1000
Seychelles,98340,"2020-07-10 00:00:00",100,0.1000
Seychelles,98340,"2020-07-11 00:00:00",100,0.1000
Seychelles,98340,"2020-07-12 00:00:00",100,0.1000
Seychelles,98340,"2020-07-13 00:00:00",100,0.1000
Seychelles,98340,"2020-07-14 00:00:00",100,0.1000
Seychelles,98340,"2020-07-15 00:00:00",100,0.1000
Singapore,5850343,"2020-04-18 00:00:00",5992,0.1000
Slovakia,5459643,"2020-09-11 00:00:00",5252,0.1000
Slovakia,5459643,"2020-09-12 00:00:00",5453,0.1000
Slovakia,5459643,"2020-09-13 00:00:00",5532,0.1000
Slovakia,5459643,"2020-09-14 00:00:00",5580,0.1000
Slovenia,2078932,"2020-07-21 00:00:00",1977,0.1000
Slovenia,2078932,"2020-07-22 00:00:00",2006,0.1000
Slovenia,2078932,"2020-07-23 00:00:00",2033,0.1000
Slovenia,2078932,"2020-07-24 00:00:00",2052,0.1000
Slovenia,2078932,"2020-07-25 00:00:00",2066,0.1000
Slovenia,2078932,"2020-07-26 00:00:00",2082,0.1000
Slovenia,2078932,"2020-07-27 00:00:00",2087,0.1000
Slovenia,2078932,"2020-07-28 00:00:00",2101,0.1000
Slovenia,2078932,"2020-07-29 00:00:00",2115,0.1000
Slovenia,2078932,"2020-07-30 00:00:00",2139,0.1000
Slovenia,2078932,"2020-07-31 00:00:00",2156,0.1000
Slovenia,2078932,"2020-08-01 00:00:00",2171,0.1000
Slovenia,2078932,"2020-08-02 00:00:00",2180,0.1000
Slovenia,2078932,"2020-08-03 00:00:00",2181,0.1000
"South Africa",59308690,"2020-06-11 00:00:00",58568,0.1000
"South Africa",59308690,"2020-06-12 00:00:00",61927,0.1000
"South America",430759772,"2020-05-16 00:00:00",433543,0.1000
"South America",430759772,"2020-05-17 00:00:00",448822,0.1000
"South Korea",51269183,"2020-12-19 00:00:00",49665,0.1000
"South Korea",51269183,"2020-12-20 00:00:00",50591,0.1000
"South Korea",51269183,"2020-12-21 00:00:00",51460,0.1000
"South Korea",51269183,"2020-12-22 00:00:00",52550,0.1000
"South Korea",51269183,"2020-12-23 00:00:00",53533,0.1000
Rwanda,12952209,"2021-01-22 00:00:00",12443,0.1000
Rwanda,12952209,"2021-01-23 00:00:00",12647,0.1000
Rwanda,12952209,"2021-01-24 00:00:00",12975,0.1000
Rwanda,12952209,"2021-01-25 00:00:00",13311,0.1000
"Saint Lucia",183629,"2020-11-17 00:00:00",178,0.1000
"Saint Lucia",183629,"2020-11-18 00:00:00",183,0.1000
"Saint Vincent and the Grenadines",110947,"2020-12-22 00:00:00",107,0.1000
"Saint Vincent and the Grenadines",110947,"2020-12-23 00:00:00",108,0.1000
"Saint Vincent and the Grenadines",110947,"2020-12-24 00:00:00",108,0.1000
"Saint Vincent and the Grenadines",110947,"2020-12-25 00:00:00",108,0.1000
"Saint Vincent and the Grenadines",110947,"2020-12-26 00:00:00",109,0.1000
"Saint Vincent and the Grenadines",110947,"2020-12-27 00:00:00",109,0.1000
"Saint Vincent and the Grenadines",110947,"2020-12-28 00:00:00",109,0.1000
"Saint Vincent and the Grenadines",110947,"2020-12-29 00:00:00",113,0.1000
"Saint Vincent and the Grenadines",110947,"2020-12-30 00:00:00",115,0.1000
"Sao Tome and Principe",219161,"2020-05-13 00:00:00",220,0.1000
"Saudi Arabia",34813867,"2020-05-07 00:00:00",33731,0.1000
"Saudi Arabia",34813867,"2020-05-08 00:00:00",35432,0.1000
Senegal,16743930,"2020-11-24 00:00:00",15908,0.1000
Senegal,16743930,"2020-11-25 00:00:00",15927,0.1000
Senegal,16743930,"2020-11-26 00:00:00",15960,0.1000
Senegal,16743930,"2020-11-27 00:00:00",15981,0.1000
Senegal,16743930,"2020-11-28 00:00:00",16027,0.1000
Senegal,16743930,"2020-11-29 00:00:00",16075,0.1000
Senegal,16743930,"2020-11-30 00:00:00",16089,0.1000
Senegal,16743930,"2020-12-01 00:00:00",16107,0.1000
Senegal,16743930,"2020-12-02 00:00:00",16173,0.1000
Senegal,16743930,"2020-12-03 00:00:00",16217,0.1000
Senegal,16743930,"2020-12-04 00:00:00",16297,0.1000
Senegal,16743930,"2020-12-05 00:00:00",16397,0.1000
Senegal,16743930,"2020-12-06 00:00:00",16477,0.1000
Senegal,16743930,"2020-12-07 00:00:00",16553,0.1000
Senegal,16743930,"2020-12-08 00:00:00",16596,0.1000
Senegal,16743930,"2020-12-09 00:00:00",16665,0.1000
Senegal,16743930,"2020-12-10 00:00:00",16766,0.1000
Senegal,16743930,"2020-12-11 00:00:00",16893,0.1000
Senegal,16743930,"2020-12-12 00:00:00",17061,0.1000
Senegal,16743930,"2020-12-13 00:00:00",17075,0.1000
Senegal,16743930,"2020-12-14 00:00:00",17146,0.1000
Senegal,16743930,"2020-12-15 00:00:00",17216,0.1000
Senegal,16743930,"2020-12-16 00:00:00",17336,0.1000
Senegal,16743930,"2020-12-17 00:00:00",17451,0.1000
Senegal,16743930,"2020-12-18 00:00:00",17559,0.1000
Serbia,6804596,"2020-04-20 00:00:00",6630,0.1000
Serbia,6804596,"2020-04-21 00:00:00",6890,0.1000
Serbia,6804596,"2020-04-22 00:00:00",7144,0.1000
"Sri Lanka",21413250,"2020-11-23 00:00:00",20508,0.1000
"Sri Lanka",21413250,"2020-11-24 00:00:00",20967,0.1000
"Sri Lanka",21413250,"2020-11-25 00:00:00",21469,0.1000
"Sri Lanka",21413250,"2020-11-26 00:00:00",22028,0.1000
Suriname,586634,"2020-07-03 00:00:00",561,0.1000
Suriname,586634,"2020-07-04 00:00:00",565,0.1000
Suriname,586634,"2020-07-05 00:00:00",594,0.1000
Suriname,586634,"2020-07-06 00:00:00",614,0.1000
Sweden,10099270,"2020-04-09 00:00:00",9599,0.1000
Sweden,10099270,"2020-04-10 00:00:00",10053,0.1000
Sweden,10099270,"2020-04-11 00:00:00",10448,0.1000
Switzerland,8654618,"2020-03-23 00:00:00",8795,0.1000
Syria,17500657,"2021-03-16 00:00:00",16656,0.1000
Syria,17500657,"2021-03-17 00:00:00",16776,0.1000
Syria,17500657,"2021-03-18 00:00:00",16925,0.1000
Syria,17500657,"2021-03-19 00:00:00",17077,0.1000
Syria,17500657,"2021-03-20 00:00:00",17240,0.1000
Syria,17500657,"2021-03-21 00:00:00",17411,0.1000
Syria,17500657,"2021-03-22 00:00:00",17583,0.1000
Syria,17500657,"2021-03-23 00:00:00",17743,0.1000
Syria,17500657,"2021-03-24 00:00:00",17896,0.1000
Syria,17500657,"2021-03-25 00:00:00",18046,0.1000
Syria,17500657,"2021-03-26 00:00:00",18201,0.1000
Syria,17500657,"2021-03-27 00:00:00",18356,0.1000
Tajikistan,9537642,"2020-09-14 00:00:00",9088,0.1000
Tajikistan,9537642,"2020-09-15 00:00:00",9129,0.1000
Tajikistan,9537642,"2020-09-16 00:00:00",9171,0.1000
Tajikistan,9537642,"2020-09-17 00:00:00",9214,0.1000
Tajikistan,9537642,"2020-09-18 00:00:00",9259,0.1000
Tajikistan,9537642,"2020-09-19 00:00:00",9303,0.1000
Tajikistan,9537642,"2020-09-20 00:00:00",9346,0.1000
Tajikistan,9537642,"2020-09-21 00:00:00",9388,0.1000
Tajikistan,9537642,"2020-09-22 00:00:00",9432,0.1000
Tajikistan,9537642,"2020-09-23 00:00:00",9475,0.1000
Tajikistan,9537642,"2020-09-24 00:00:00",9520,0.1000
Tajikistan,9537642,"2020-09-25 00:00:00",9562,0.1000
Tajikistan,9537642,"2020-09-26 00:00:00",9605,0.1000
Tajikistan,9537642,"2020-09-27 00:00:00",9646,0.1000
Tajikistan,9537642,"2020-09-28 00:00:00",9685,0.1000
Tajikistan,9537642,"2020-09-29 00:00:00",9726,0.1000
Tajikistan,9537642,"2020-09-30 00:00:00",9769,0.1000
Tajikistan,9537642,"2020-10-01 00:00:00",9811,0.1000
Tajikistan,9537642,"2020-10-02 00:00:00",9852,0.1000
Tajikistan,9537642,"2020-10-03 00:00:00",9895,0.1000
Tajikistan,9537642,"2020-10-04 00:00:00",9935,0.1000
Tajikistan,9537642,"2020-10-05 00:00:00",9974,0.1000
Tajikistan,9537642,"2020-10-06 00:00:00",10014,0.1000
"Papua New Guinea",8947027,"2021-04-12 00:00:00",8602,0.1000
"Papua New Guinea",8947027,"2021-04-13 00:00:00",8821,0.1000
"Papua New Guinea",8947027,"2021-04-14 00:00:00",8984,0.1000
"Papua New Guinea",8947027,"2021-04-15 00:00:00",9188,0.1000
"Papua New Guinea",8947027,"2021-04-16 00:00:00",9343,0.1000
"Papua New Guinea",8947027,"2021-04-17 00:00:00",9343,0.1000
Paraguay,7132530,"2020-08-09 00:00:00",6907,0.1000
Paraguay,7132530,"2020-08-10 00:00:00",7234,0.1000
